validity average_pairwise_L0_distance average_pairwise_L1_distance average_pairwise_binned_L0_distance accuracy_trained IFr_trained valid_IFr_trained accuracy_retrained IFr_retrained valid_IFr_retrained
0.05 11.483511148875317 5.950287882404065 10.510645057813518 0.9056728961627778 0.276475 0.213625 0.9039035718235099 0.0643 0.09165
0.05 11.66123812998614 6.2578081604563325 10.746637951721672 0.9000331748313612 0.243825 0.18675 0.8973791883224593 0.07625 0.06955
0.05 11.634850458639216 6.155592155236609 10.743558114706328 0.90755280327325 0.286725 0.217275 0.9048988167643481 0.090575 0.09505
0.05 11.69766786978858 6.250803619325754 10.706901871287178 0.9073316377308416 0.245025 0.19245 0.90755280327325 0.062375 0.06525
0.05 11.201450480187667 5.838240313695102 10.307044629782899 0.9081057171292712 0.27275 0.20705 0.9065575583324118 0.029225 0.025775
0.05 11.563524469736668 5.916211792259314 10.472779162646738 0.8994802609753401 0.2792 0.204925 0.9002543403737697 0.063275 0.060275
0.05 11.4854798938249 5.893781012325503 10.53933327129991 0.9024659957978547 0.256625 0.20515 0.9010284197721995 0.110825 0.0848
0.05 11.405083965502888 5.769808904985048 10.386677791871335 0.9013601680858122 0.282125 0.204175 0.9047882339931439 0.05465 0.076675
0.05 11.67129611491202 6.139582178309895 10.761885318157999 0.908879796527701 0.308425 0.20725 0.9085480482140883 0.01965 0.03825
0.05 11.50608376471049 5.9848756849253615 10.483676435298324 0.8997014265177485 0.273925 0.206675 0.9004755059161783 0.033825 0.03715
