validity average_pairwise_L0_distance average_pairwise_L1_distance average_pairwise_binned_L0_distance accuracy_trained IFr_trained valid_IFr_trained accuracy_retrained IFr_retrained valid_IFr_retrained
0.75 10.326603309990778 3.3823036973640734 8.164784031189527 0.8415476738830032 0.091975 0.171175 0.8372485797635498 0.06945 0.135925
0.75 10.924734724913248 3.7470771015316537 9.444109517551782 0.8404729003531399 0.074225 0.1522 0.8323353293413174 0.017 0.037875
0.75 10.721263685856679 3.572709651562937 9.05179520420898 0.8406264394288346 0.0858 0.126425 0.8403193612774451 0.04775 0.1205
0.75 11.181896001067358 3.9773822375038144 9.874793228888095 0.8433901427913404 0.120975 0.204525 0.8444649163212038 0.024225 0.05995
0.75 11.004166710943135 3.937741479153362 9.678235222580764 0.8008598188238907 0.044825 0.0455 0.8386304314448026 0.04475 0.14095
0.75 9.790618347460478 3.2001155729760757 7.974297214360689 0.8361738062336864 0.064975 0.17585 0.8398587440503608 0.0996 0.0867
0.75 11.071052516615483 3.917153069709151 9.533578684008875 0.8406264394288346 0.068025 0.12675 0.8377091969906341 0.098525 0.09235
0.75 9.473381576974347 2.9000552955800387 7.616781844522293 0.8513741747274681 0.118925 0.168925 0.8476892369107938 0.0671 0.1033
0.75 10.914894722362924 3.875160634521868 9.355625059773233 0.8306463995086749 0.05825 0.132825 0.7624750499001997 0.0 0.0
0.75 11.134372590622126 3.9912809995473135 9.566224020043663 0.8100721633655765 0.026675 0.053325 0.8272685398433901 0.04365 0.081275
