validity average_pairwise_L0_distance average_pairwise_L1_distance average_pairwise_binned_L0_distance accuracy_trained IFr_trained valid_IFr_trained accuracy_retrained IFr_retrained valid_IFr_retrained
0.6 13.601282051282052 7.651109039276461 13.166666666666666 0.765 0.03425 0.0262 0.76 0.05925 0.046575
0.6 13.806410256410256 7.431670465030198 13.252564102564103 0.755 0.179775 0.1445 0.745 0.1699 0.1551
0.6 13.702564102564102 7.18118677451257 13.056410256410256 0.7 0.03075 0.027725 0.695 0.109525 0.08965
0.6 12.911538461538461 7.064566295946385 12.378205128205128 0.785 0.009375 0.00855 0.77 0.0839 0.069
0.6 14.033333333333333 7.683859261653373 13.616666666666667 0.76 0.027125 0.0264 0.76 0.0622 0.0834
0.6 14.10897435897436 7.758139257675453 13.698717948717949 0.79 0.099475 0.08515 0.785 0.126175 0.104075
0.6 13.846153846153847 7.628254838424524 13.393589743589743 0.72 0.032675 0.02625 0.715 0.0095 0.00725
0.6 12.693589743589744 6.895102569627453 12.217948717948717 0.76 0.006975 0.006075 0.755 0.110225 0.09875
0.6 14.23974358974359 7.993943875380534 13.721794871794872 0.835 0.0594 0.05225 0.85 0.028275 0.031875
0.6 13.8 7.542573688252426 13.375641025641025 0.775 0.118125 0.1034 0.78 0.1076 0.09105
