validity average_pairwise_L0_distance average_pairwise_L1_distance average_pairwise_binned_L0_distance accuracy_trained IFr_trained valid_IFr_trained accuracy_retrained IFr_retrained valid_IFr_retrained
0.8 12.782051282051283 7.052055480969496 12.247435897435897 0.765 0.03425 0.0262 0.735 0.036275 0.030025
0.8 13.561538461538461 7.249145672075533 12.983333333333333 0.755 0.179775 0.1445 0.74 0.157725 0.134025
0.8 13.47948717948718 6.980566591528129 12.785897435897436 0.7 0.03075 0.027725 0.715 0.110375 0.0918
0.8 12.591025641025642 7.023740614589023 12.044871794871796 0.785 0.009375 0.00855 0.78 0.0276 0.0231
0.8 13.67051282051282 7.367424460908625 13.242307692307692 0.76 0.027125 0.0264 0.755 0.055025 0.06785
0.8 13.728205128205127 7.273175045165993 13.24102564102564 0.79 0.099475 0.08515 0.775 0.153575 0.129625
0.8 13.810256410256411 7.62011308073524 13.264102564102565 0.72 0.032675 0.02625 0.695 0.09425 0.073825
0.8 12.87051282051282 7.202795940861548 12.364102564102565 0.76 0.006975 0.006075 0.75 0.060775 0.051825
0.8 14.002564102564103 7.889904640357122 13.294871794871796 0.835 0.0594 0.05225 0.84 0.050175 0.045075
0.8 13.485897435897435 7.159223586870638 13.003846153846155 0.775 0.118125 0.1034 0.785 0.0031 0.002925
