validity average_pairwise_L0_distance average_pairwise_L1_distance average_pairwise_binned_L0_distance accuracy_trained IFr_trained valid_IFr_trained accuracy_retrained IFr_retrained valid_IFr_retrained
0.7 11.135922857402612 3.971083769320985 9.903670932556901 0.8079226163058498 0.099675 0.27915 0.8066943037002917 0.055875 0.2132
0.7 11.114279338474127 3.7951783855797907 9.792221746004197 0.814985413787809 0.101325 0.2931 0.8106863196683556 0.104175 0.202625
0.7 11.168895248957732 3.904346600176626 9.938513562177741 0.8056195301704284 0.10045 0.280625 0.8051589129433441 0.054575 0.17725
0.7 11.04372980255056 3.837848305712841 9.489246721475032 0.805926608321818 0.09565 0.284225 0.8051589129433441 0.110775 0.145975
0.7 11.024973109424277 3.734160940271096 9.441298256923954 0.8128358667280823 0.098875 0.27895 0.8083832335329342 0.090875 0.15675
0.7 11.085914061144033 3.9088914177362564 9.568701140916062 0.8057730692461231 0.1048 0.303975 0.7977890373099954 0.09325 0.196275
0.7 11.133573252761966 3.9020192459599623 9.644903896447374 0.8091509289114079 0.0935 0.257125 0.8063872255489022 0.07185 0.1388
0.7 10.771387010582666 3.5771911308762263 9.042748635989568 0.8180561953017043 0.089525 0.286525 0.8108398587440504 0.1182 0.18525
0.7 11.021642338222636 3.6711125696278084 9.274053634743922 0.8048518347919545 0.09515 0.287275 0.8017810532780593 0.123575 0.18995
0.7 11.198064586971384 4.032090592137274 9.855149825668782 0.8099186242898818 0.097225 0.295725 0.8139106402579457 0.0894 0.20425
