validity average_pairwise_L0_distance average_pairwise_L1_distance average_pairwise_binned_L0_distance accuracy_trained IFr_trained valid_IFr_trained accuracy_retrained IFr_retrained valid_IFr_retrained
0.15 13.838461538461539 7.182523052613551 12.34871794871795 0.695 0.000675 0.0002 0.695 0.0 0.0
0.15 13.633333333333333 7.233980850722929 12.238461538461538 0.73 0.0041 0.006025 0.65 0.005275 0.012875
0.15 13.844871794871795 7.463781208735954 13.125641025641025 0.705 0.00645 0.0042 0.635 0.0 0.0
0.15 13.63076923076923 7.63794714335439 12.692307692307692 0.725 0.010325 0.010525 0.715 0.0 0.0
0.15 13.864102564102565 7.562304418808938 13.201282051282051 0.77 0.018275 0.01775 0.675 0.0 0.0
0.15 14.02948717948718 7.612676175006492 13.306410256410256 0.71 0.0367 0.0324 0.65 0.0 0.0
0.15 13.871794871794872 7.602564986546887 13.135897435897435 0.715 0.040725 0.032 0.335 0.0 0.0
0.15 14.037179487179488 7.42786438046619 13.235897435897435 0.755 0.029025 0.034725 0.77 0.00345 0.005775
0.15 14.046153846153846 7.497034154884842 12.806410256410256 0.75 0.02715 0.042975 0.78 0.02055 0.0117
0.15 13.532051282051283 6.880007817722744 12.45897435897436 0.745 0.02565 0.028125 0.705 0.005075 0.00905
