validity average_pairwise_L0_distance average_pairwise_L1_distance average_pairwise_binned_L0_distance accuracy_trained IFr_trained valid_IFr_trained accuracy_retrained IFr_retrained valid_IFr_retrained
1.0 12.582051282051282 6.422552735097989 10.997435897435897 0.695 0.000675 0.0002 0.695 0.0 0.0
1.0 12.58974358974359 6.262634337758773 11.335897435897436 0.73 0.0041 0.006025 0.72 0.0 0.0
1.0 12.419230769230769 6.428998046950535 11.703846153846154 0.705 0.00645 0.0042 0.645 0.00265 0.006475
1.0 12.693589743589744 6.233305308316628 11.123076923076923 0.725 0.010325 0.010525 0.715 0.01255 0.010875
1.0 12.735897435897435 6.402988676733025 11.761538461538462 0.77 0.018275 0.01775 0.675 0.0 0.0
1.0 13.188461538461539 6.811134578091595 12.335897435897436 0.71 0.0367 0.0324 0.67 0.01145 0.01655
1.0 12.865384615384615 6.5215868043469785 12.102564102564102 0.715 0.040725 0.032 0.675 0.00625 0.011275
1.0 13.14102564102564 6.66240687793855 12.355128205128205 0.755 0.029025 0.034725 0.765 0.0032 0.001675
1.0 12.883333333333333 6.602198810490668 11.680769230769231 0.75 0.02715 0.042975 0.795 0.024575 0.019775
1.0 12.179487179487179 5.78687556284842 10.98076923076923 0.745 0.02565 0.028125 0.7 0.0 0.0
