validity average_pairwise_L0_distance average_pairwise_L1_distance average_pairwise_binned_L0_distance accuracy_trained IFr_trained valid_IFr_trained accuracy_retrained IFr_retrained valid_IFr_retrained
0.85 12.165384615384616 6.228524674169465 11.455128205128204 0.765 0.06685 0.05925 0.77 0.072025 0.05425
0.85 13.062820512820513 6.837837211807804 12.52051282051282 0.745 0.10975 0.08305 0.735 0.036325 0.0303
0.85 13.037179487179488 6.86042464323007 12.332051282051282 0.785 0.0731 0.05335 0.77 0.04515 0.04305
0.85 12.806410256410256 6.5271750258288765 12.202564102564102 0.72 0.08475 0.068825 0.72 0.044925 0.039225
0.85 13.33974358974359 7.184905551964374 12.655128205128205 0.95 0.071375 0.053825 0.745 0.067575 0.067475
0.85 13.185897435897436 6.8822658274355115 12.34871794871795 0.82 0.094175 0.07835 0.8 0.038375 0.039175
0.85 12.942307692307692 6.968058746180911 12.323076923076924 0.805 0.0873 0.074475 0.805 0.046975 0.044675
0.85 12.657692307692308 6.338065721357584 11.653846153846153 0.76 0.0907 0.0698 0.755 0.066 0.049375
0.85 13.247435897435897 6.700839756020753 12.582051282051282 0.785 0.144375 0.1108 0.785 0.0921 0.0887
0.85 13.25 7.012389681710962 12.642307692307693 0.725 0.0922 0.070375 0.72 0.061475 0.05105
