validity average_pairwise_L0_distance average_pairwise_L1_distance average_pairwise_binned_L0_distance accuracy_trained IFr_trained valid_IFr_trained accuracy_retrained IFr_retrained valid_IFr_retrained
1.0 11.773076923076923 5.848027323355383 11.044871794871796 0.765 0.06685 0.05925 0.765 0.0706 0.0582
1.0 12.675641025641026 6.570312059735131 12.075641025641026 0.745 0.10975 0.08305 0.735 0.0459 0.049975
1.0 12.778205128205128 6.607053132890244 12.016666666666667 0.785 0.0731 0.05335 0.765 0.05835 0.048825
1.0 12.525641025641026 6.137832805706108 11.835897435897436 0.72 0.08475 0.068825 0.75 0.059375 0.042875
1.0 12.842307692307692 6.781588185570081 12.166666666666666 0.95 0.071375 0.053825 0.745 0.072425 0.066875
1.0 12.807692307692308 6.647912170785477 12.01025641025641 0.82 0.094175 0.07835 0.8 0.061325 0.049825
1.0 12.625641025641025 6.747788661815808 11.97948717948718 0.805 0.0873 0.074475 0.775 0.03255 0.0424
1.0 12.464102564102564 6.133235073121951 11.434615384615384 0.76 0.0907 0.0698 0.75 0.072 0.044625
1.0 12.7 6.1706674622511715 12.002564102564103 0.785 0.144375 0.1108 0.79 0.1133 0.08735
1.0 12.996153846153845 6.641010033204611 12.265384615384615 0.725 0.0922 0.070375 0.765 0.031 0.02745
