validity average_pairwise_L0_distance average_pairwise_L1_distance average_pairwise_binned_L0_distance accuracy_trained IFr_trained valid_IFr_trained accuracy_retrained IFr_retrained valid_IFr_retrained
0.6 12.326923076923077 6.571425007872971 11.72948717948718 0.765 0.06685 0.05925 0.755 0.066725 0.05535
0.6 13.551282051282051 7.437285371742389 13.075641025641026 0.745 0.10975 0.08305 0.75 0.02885 0.042725
0.6 13.494871794871795 7.282932046585888 12.915384615384616 0.785 0.0731 0.05335 0.765 0.0298 0.0398
0.6 13.47948717948718 7.302044486433622 12.923076923076923 0.72 0.08475 0.068825 0.72 0.0524 0.047075
0.6 13.855128205128205 7.690735418427713 13.212820512820512 0.95 0.071375 0.053825 0.74 0.06445 0.06355
0.6 13.451282051282051 7.295306355283724 12.764102564102565 0.82 0.094175 0.07835 0.815 0.032075 0.027925
0.6 13.432051282051281 7.4445776081635815 12.966666666666667 0.805 0.0873 0.074475 0.76 0.056075 0.0581
0.6 13.293589743589743 6.967020881330833 12.5 0.76 0.0907 0.0698 0.77 0.047225 0.0421
0.6 13.47051282051282 6.955907228769219 12.9 0.785 0.144375 0.1108 0.775 0.09995 0.091575
0.6 13.387179487179488 7.124932306255839 12.897435897435898 0.725 0.0922 0.070375 0.72 0.0576 0.047075
