validity average_pairwise_L0_distance average_pairwise_L1_distance average_pairwise_binned_L0_distance accuracy_trained IFr_trained valid_IFr_trained accuracy_retrained IFr_retrained valid_IFr_retrained
0.35 11.1103629371711 4.028465790531392 9.781473780655551 0.8378627360663289 0.021575 0.0553 0.8378627360663289 0.01085 0.0422
0.35 11.200274868321781 4.266627664829856 10.077753022311798 0.8452326116996776 0.025275 0.061925 0.8404729003531399 0.00865 0.0337
0.35 11.188786600405454 4.25617110278417 10.048427831126004 0.8358667280822969 0.016275 0.03815 0.8470750806080147 0.01105 0.03485
0.35 11.128949608655047 4.1173903064698045 9.682997009272084 0.8344848764010441 0.019525 0.079575 0.8315676339628435 0.015675 0.020225
0.35 11.175566237007809 4.326584564237951 10.179507433133676 0.8432366037156457 0.043025 0.0528 0.833870720098265 0.0114 0.0472
0.35 11.187727507258389 4.353377106386319 10.275223714240848 0.8392445877475817 0.038975 0.03605 0.8378627360663289 0.010575 0.034975
0.35 11.14833797941085 4.197877633713571 9.636402814330463 0.8335636419468755 0.03135 0.0735 0.75894365115922 0.0 0.0
0.35 11.279808395054731 4.305752878490308 10.272800905837528 0.8357131890066022 0.034225 0.06105 0.8441578381698143 0.01985 0.05215
0.35 11.206687281790801 4.282309037078564 10.141037675142954 0.841701212958698 0.032975 0.06665 0.8389375095961922 0.00915 0.03105
0.35 11.262448476948489 4.231989429103073 10.16111557811491 0.8400122831260556 0.016825 0.048075 0.8409335175802242 0.01635 0.04325
