validity average_pairwise_L0_distance average_pairwise_L1_distance average_pairwise_binned_L0_distance accuracy_trained IFr_trained valid_IFr_trained accuracy_retrained IFr_retrained valid_IFr_retrained
1.0 10.940075636016724 3.598953854919199 9.436413676824278 0.8079226163058498 0.099675 0.27915 0.8062336864732075 0.060525 0.2154
1.0 10.914978552478242 3.492645349528204 9.33179959643474 0.814985413787809 0.101325 0.2931 0.8076155381544603 0.11765 0.204175
1.0 10.993579321590033 3.5890192066056077 9.5712101408464 0.8056195301704284 0.10045 0.280625 0.8043912175648703 0.05765 0.181475
1.0 10.804249596493776 3.47965943408503 9.057533434637895 0.805926608321818 0.09565 0.284225 0.8022416705051436 0.1209 0.14075
1.0 10.85369165394456 3.4399682999704786 8.991769299522641 0.8128358667280823 0.098875 0.27895 0.8100721633655765 0.09665 0.164325
1.0 10.856765031270994 3.528547553912964 9.082149970895601 0.8057730692461231 0.1048 0.303975 0.7974819591586059 0.097625 0.16735
1.0 10.934492078054102 3.5745251797104407 9.261165049690005 0.8091509289114079 0.0935 0.257125 0.8060801473975127 0.078225 0.1448
1.0 10.594895100188795 3.293887498372222 8.681606137781289 0.8180561953017043 0.089525 0.286525 0.8096115461384923 0.1342 0.1786
1.0 10.848317080917314 3.3912888479369943 8.930350161933807 0.8048518347919545 0.09515 0.287275 0.8005527406725012 0.13325 0.19785
1.0 11.019930314740758 3.7126928035147233 9.37520470487667 0.8099186242898818 0.097225 0.295725 0.8134500230308613 0.098725 0.195775
