validity average_pairwise_L0_distance average_pairwise_L1_distance average_pairwise_binned_L0_distance accuracy_trained IFr_trained valid_IFr_trained accuracy_retrained IFr_retrained valid_IFr_retrained
0.85 12.99102564102564 6.510466535726723 11.952564102564102 0.775 0.08695 0.0855 0.775 0.033625 0.02685
0.85 12.588461538461539 6.471548489218169 11.932051282051281 0.785 0.0763 0.079 0.77 0.0758 0.086425
0.85 12.574358974358974 6.425134061514167 11.78076923076923 0.77 0.0572 0.059575 0.745 0.05095 0.0578
0.85 13.093589743589744 6.837833593003277 12.405128205128205 0.82 0.117025 0.118125 0.815 0.07875 0.074775
0.85 13.133333333333333 6.770003577367833 12.23076923076923 0.785 0.1332 0.132525 0.76 0.099875 0.09365
0.85 13.494871794871795 7.2110746882579475 12.835897435897436 0.76 0.126025 0.129775 0.75 0.105475 0.093
0.85 13.60897435897436 7.349192067359485 12.878205128205128 0.74 0.10855 0.107625 0.755 0.09115 0.10145
0.85 12.97051282051282 6.839738603528191 12.444871794871794 0.76 0.09855 0.102125 0.78 0.0389 0.03655
0.85 13.321794871794872 6.870077583301572 12.72948717948718 0.755 0.094675 0.095325 0.75 0.0927 0.1004
0.85 12.97948717948718 6.638433002392292 12.244871794871795 0.765 0.09405 0.10185 0.765 0.0113 0.01685
