validity average_pairwise_L0_distance average_pairwise_L1_distance average_pairwise_binned_L0_distance accuracy_trained IFr_trained valid_IFr_trained accuracy_retrained IFr_retrained valid_IFr_retrained
0.05 13.928205128205128 7.549363974386595 13.33974358974359 0.775 0.08695 0.0855 0.75 0.045875 0.0483
0.05 13.324358974358974 7.133313871899857 12.76025641025641 0.785 0.0763 0.079 0.77 0.0758 0.077025
0.05 13.688461538461539 7.476699898894472 13.248717948717948 0.77 0.0572 0.059575 0.745 0.0576 0.070175
0.05 13.787179487179488 7.420270830225572 13.185897435897436 0.82 0.117025 0.118125 0.8 0.101075 0.116175
0.05 13.978205128205127 7.574914557538991 13.302564102564103 0.785 0.1332 0.132525 0.78 0.124175 0.138575
0.05 14.106410256410257 7.846540077569497 13.583333333333334 0.76 0.126025 0.129775 0.745 0.09385 0.090475
0.05 13.906410256410256 7.493461441775919 13.366666666666667 0.74 0.10855 0.107625 0.755 0.098 0.099525
0.05 13.988461538461538 7.727113713335437 13.524358974358975 0.76 0.09855 0.102125 0.78 0.0413 0.045825
0.05 13.985897435897435 7.666600036464297 13.387179487179488 0.755 0.094675 0.095325 0.74 0.09875 0.11215
0.05 13.385897435897435 7.285607061364984 12.86923076923077 0.765 0.09405 0.10185 0.77 0.019025 0.025725
