validity average_pairwise_L0_distance average_pairwise_L1_distance average_pairwise_binned_L0_distance accuracy_trained IFr_trained valid_IFr_trained accuracy_retrained IFr_retrained valid_IFr_retrained
0.25 13.662820512820513 7.208591760175469 12.374358974358975 0.665 0.01155 0.028275 0.705 0.307475 0.30325
0.25 14.048717948717949 7.570893913778529 13.158974358974358 0.775 0.029025 0.045375 0.27 0.0 0.0
0.25 14.253846153846155 7.493882687197157 13.524358974358975 0.775 0.162575 0.144525 0.76 0.247425 0.10805
0.25 14.547435897435898 8.20293849689778 14.02948717948718 0.73 0.24665 0.165025 0.735 0.1843 0.11405
0.25 14.276923076923078 8.044040795805492 13.535897435897436 0.675 0.0414 0.040275 0.7 2.5e-05 0.00015
0.25 14.337179487179487 7.961067533522293 13.733333333333333 0.75 0.15595 0.14375 0.735 0.28385 0.30075
0.25 14.397435897435898 7.846141069840171 13.566666666666666 0.71 0.02705 0.03505 0.72 0.03 0.0334
0.25 14.179487179487179 7.665443096370701 13.123076923076923 0.74 0.03725 0.03615 0.715 0.0 0.0
0.25 14.158974358974358 7.706769705909989 13.310256410256411 0.715 0.0222 0.02005 0.315 0.0 0.0
0.25 14.246153846153845 7.6394019165851725 13.397435897435898 0.725 0.048475 0.0405 0.335 0.0 0.0
