validity average_pairwise_L0_distance average_pairwise_L1_distance average_pairwise_binned_L0_distance accuracy_trained IFr_trained valid_IFr_trained accuracy_retrained IFr_retrained valid_IFr_retrained
1.0 12.817948717948719 6.42553643942784 11.665384615384616 0.665 0.01155 0.028275 0.305 0.0 0.0
1.0 13.371794871794872 6.839989295520966 12.274358974358975 0.775 0.029025 0.045375 0.665 0.2625 0.198675
1.0 13.366666666666667 6.997891590561278 12.371794871794872 0.775 0.162575 0.144525 0.725 0.08875 0.067375
1.0 13.635897435897435 7.307772750125684 12.96923076923077 0.73 0.24665 0.165025 0.675 0.0398 0.0366
1.0 13.301282051282051 6.935897518770822 12.301282051282051 0.675 0.0414 0.040275 0.7 0.0 0.0
1.0 13.074358974358974 6.862957903082335 12.475641025641025 0.75 0.15595 0.14375 0.74 0.01375 0.020725
1.0 13.465384615384615 6.890861054480956 12.53974358974359 0.71 0.02705 0.03505 0.285 0.0 0.0
1.0 13.17051282051282 6.804738976458432 11.902564102564103 0.74 0.03725 0.03615 0.715 0.0 0.0
1.0 13.225641025641025 7.204986091083372 12.49102564102564 0.715 0.0222 0.02005 0.66 0.0493 0.047175
1.0 13.23974358974359 6.668108263029089 11.882051282051282 0.725 0.048475 0.0405 0.665 0.047375 0.00905
