validity average_pairwise_L0_distance average_pairwise_L1_distance average_pairwise_binned_L0_distance accuracy_trained IFr_trained valid_IFr_trained accuracy_retrained IFr_retrained valid_IFr_retrained
0.5 13.606410256410257 7.544053986486109 13.093589743589744 0.81 0.23335 0.182325 0.82 0.081725 0.109025
0.5 13.65 7.507003809413305 13.217948717948717 0.76 0.238225 0.178475 0.785 0.20395 0.173375
0.5 13.534615384615385 7.7715968734633885 13.087179487179487 0.74 0.261125 0.15155 0.725 0.166125 0.1486
0.5 13.553846153846154 7.7099071679954125 12.951282051282051 0.765 0.24875 0.1672 0.76 0.19885 0.159275
0.5 13.497435897435897 7.656028265349527 13.026923076923078 0.715 0.18985 0.146325 0.745 0.185 0.14025
0.5 13.612820512820512 7.7943352863827995 13.196153846153846 0.76 0.263925 0.135125 0.775 0.251575 0.182125
0.5 13.978205128205127 7.919796117658107 13.51025641025641 0.795 0.167875 0.144825 0.73 0.203425 0.1744
0.5 13.676923076923076 7.508357642859903 13.256410256410257 0.74 0.206825 0.166975 0.765 0.222625 0.1587
0.5 13.63076923076923 7.413695697213807 13.125641025641025 0.73 0.1909 0.149825 0.75 0.151425 0.137625
0.5 13.825641025641026 7.736788960159998 13.428205128205128 0.795 0.22465 0.1548 0.78 0.233625 0.209175
