validity average_pairwise_L0_distance average_pairwise_L1_distance average_pairwise_binned_L0_distance accuracy_trained IFr_trained valid_IFr_trained accuracy_retrained IFr_retrained valid_IFr_retrained
0.7 13.408974358974358 7.589010547019593 12.875641025641025 0.81 0.23335 0.182325 0.825 0.05985 0.096225
0.7 13.321794871794872 7.262335993569039 12.77948717948718 0.76 0.238225 0.178475 0.77 0.1674 0.1562
0.7 13.332051282051282 7.471099011596744 12.841025641025642 0.74 0.261125 0.15155 0.785 0.128025 0.1524
0.7 13.714102564102564 7.8472927750982056 13.185897435897436 0.765 0.24875 0.1672 0.78 0.185775 0.162475
0.7 13.362820512820512 7.505598691152979 12.925641025641026 0.715 0.18985 0.146325 0.745 0.22305 0.186425
0.7 13.14102564102564 7.507516919982973 12.716666666666667 0.76 0.263925 0.135125 0.73 0.16775 0.13255
0.7 13.617948717948718 7.810748912977414 13.103846153846154 0.795 0.167875 0.144825 0.765 0.178075 0.145325
0.7 13.371794871794872 7.413585959038447 12.947435897435897 0.74 0.206825 0.166975 0.755 0.188675 0.134225
0.7 13.488461538461538 7.45510501439235 12.96923076923077 0.73 0.1909 0.149825 0.705 0.15155 0.1351
0.7 13.634615384615385 7.383332767031857 13.165384615384616 0.795 0.22465 0.1548 0.785 0.230875 0.172125
