validity average_pairwise_L0_distance average_pairwise_L1_distance average_pairwise_binned_L0_distance accuracy_trained IFr_trained valid_IFr_trained accuracy_retrained IFr_retrained valid_IFr_retrained
0.65 13.762820512820513 7.868828819496236 13.325641025641026 0.81 0.23335 0.182325 0.83 0.1113 0.1313
0.65 13.33974358974359 7.2781934844943885 12.815384615384616 0.76 0.238225 0.178475 0.77 0.170375 0.177175
0.65 13.36923076923077 7.622915389035295 12.934615384615384 0.74 0.261125 0.15155 0.74 0.203975 0.16395
0.65 13.644871794871795 7.896748849441157 13.144871794871795 0.765 0.24875 0.1672 0.73 0.238825 0.20785
0.65 13.560256410256411 7.821482231946041 13.091025641025642 0.715 0.18985 0.146325 0.7 0.22855 0.21065
0.65 13.28974358974359 7.216222658688721 12.83974358974359 0.76 0.263925 0.135125 0.755 0.187575 0.1526
0.65 13.788461538461538 8.049081749070435 13.308974358974359 0.795 0.167875 0.144825 0.775 0.16735 0.14595
0.65 13.356410256410257 7.45357866618048 12.905128205128205 0.74 0.206825 0.166975 0.74 0.173 0.138375
0.65 13.467948717948717 7.17534316487936 12.87051282051282 0.73 0.1909 0.149825 0.76 0.148325 0.1373
0.65 13.755128205128205 7.566982303769623 13.296153846153846 0.795 0.22465 0.1548 0.76 0.190875 0.13835
