validity average_pairwise_L0_distance average_pairwise_L1_distance average_pairwise_binned_L0_distance accuracy_trained IFr_trained valid_IFr_trained accuracy_retrained IFr_retrained valid_IFr_retrained
0.9 12.837179487179487 6.390607006116052 11.803846153846154 0.775 0.08695 0.0855 0.785 0.03655 0.036975
0.9 12.515384615384615 6.374829460383758 11.746153846153845 0.785 0.0763 0.079 0.775 0.07825 0.0867
0.9 12.382051282051282 6.3258364410853085 11.606410256410257 0.77 0.0572 0.059575 0.74 0.043375 0.04665
0.9 13.20897435897436 6.870212128243799 12.45897435897436 0.82 0.117025 0.118125 0.835 0.070475 0.077925
0.9 12.797435897435898 6.312004541461568 11.834615384615384 0.785 0.1332 0.132525 0.765 0.07495 0.06985
0.9 13.41025641025641 7.225519270824697 12.761538461538462 0.76 0.126025 0.129775 0.74 0.065875 0.064375
0.9 13.578205128205129 7.335485002679586 12.916666666666666 0.74 0.10855 0.107625 0.755 0.08665 0.1032
0.9 13.007692307692308 6.623647782584432 12.337179487179487 0.76 0.09855 0.102125 0.79 0.0354 0.030375
0.9 13.1 6.983809289001592 12.50897435897436 0.755 0.094675 0.095325 0.745 0.087875 0.1079
0.9 12.902564102564103 6.703589771214203 12.238461538461538 0.765 0.09405 0.10185 0.77 0.0182 0.027375
