validity average_pairwise_L0_distance average_pairwise_L1_distance average_pairwise_binned_L0_distance accuracy_trained IFr_trained valid_IFr_trained accuracy_retrained IFr_retrained valid_IFr_retrained
0.4 13.65 7.351981737468153 12.932051282051281 0.775 0.08695 0.0855 0.78 0.03645 0.036875
0.4 13.36923076923077 7.225130580831942 12.833333333333334 0.785 0.0763 0.079 0.765 0.0485 0.055775
0.4 13.525641025641026 7.260019199001098 12.985897435897435 0.77 0.0572 0.059575 0.75 0.06685 0.069325
0.4 13.644871794871795 7.297514986270643 13.021794871794873 0.82 0.117025 0.118125 0.825 0.082725 0.0914
0.4 13.526923076923078 7.193821043210187 12.76025641025641 0.785 0.1332 0.132525 0.76 0.10025 0.101525
0.4 14.087179487179487 7.8619349830661935 13.474358974358974 0.76 0.126025 0.129775 0.76 0.09415 0.084225
0.4 13.885897435897435 7.554447621257583 13.13974358974359 0.74 0.10855 0.107625 0.74 0.089275 0.0983
0.4 13.938461538461539 7.747330482488858 13.4 0.76 0.09855 0.102125 0.805 0.048425 0.062075
0.4 13.971794871794872 7.638130072541843 13.353846153846154 0.755 0.094675 0.095325 0.755 0.0828 0.08735
0.4 13.441025641025641 7.172192857419104 12.944871794871794 0.765 0.09405 0.10185 0.745 0.016025 0.0282
