validity average_pairwise_L0_distance average_pairwise_L1_distance average_pairwise_binned_L0_distance accuracy_trained IFr_trained valid_IFr_trained accuracy_retrained IFr_retrained valid_IFr_retrained
0.3 11.794177387837857 6.231250092775506 10.847842828528192 0.8980426849496849 0.11535 0.082225 0.8794647793873714 0.0 0.0
0.3 11.87031259947794 6.276780749229974 10.757470946319867 0.895388698440783 0.071925 0.04485 0.8814552692690479 0.0 0.0
0.3 11.808925834145482 6.292250113504458 10.81503286138958 0.9010284197721995 0.091575 0.064775 0.8834457591507243 0.0 0.0
0.3 11.848642325077991 6.3356168996665625 10.959862334774794 0.8987061815769103 0.1431 0.073325 0.8972686055512551 0.047225 0.034875
0.3 11.847819565994584 6.343488948513252 10.923950492431107 0.8951675328983745 0.084925 0.060625 0.8972686055512551 0.024175 0.018925
0.3 11.788220954890274 6.30265766237865 10.673189562713342 0.901249585314608 0.03785 0.032925 0.8814552692690479 0.0 0.0
0.3 11.742332546488337 5.914394826705959 10.220020103726412 0.8946146190423532 0.0196 0.023725 0.8919606325334513 0.036725 0.01195
0.3 11.83653050330328 6.225498597090257 10.839769505022259 0.9014707508570164 0.098125 0.061275 0.8979321021784806 0.017375 0.0186
0.3 11.862334774794189 6.385247766651601 10.970263135985425 0.8951675328983745 0.086325 0.054575 0.8771425411920822 0.0 0.0
0.3 11.869204568271863 6.160168113077982 10.590653481299372 0.8958310295255999 0.1027 0.06755 0.8971580227800509 0.035075 0.0228
