validity average_pairwise_L0_distance average_pairwise_L1_distance average_pairwise_binned_L0_distance accuracy_trained IFr_trained valid_IFr_trained accuracy_retrained IFr_retrained valid_IFr_retrained
0.5 11.731773192746008 6.137558982472599 10.736075537119657 0.8980426849496849 0.11535 0.082225 0.8794647793873714 0.0 0.0
0.5 11.822854582229382 6.193677985837052 10.631428417511056 0.895388698440783 0.071925 0.04485 0.8814552692690479 0.0 0.0
0.5 11.74548951716775 6.233193902410632 10.713588013183735 0.9010284197721995 0.091575 0.064775 0.9010284197721995 0.03065 0.020975
0.5 11.806362058073079 6.27677947957048 10.879336626002125 0.8987061815769103 0.1431 0.073325 0.8970474400088466 0.046475 0.022625
0.5 11.757374835325749 6.184320324710932 10.763417584516457 0.8951675328983745 0.084925 0.060625 0.8930664602454937 0.043425 0.03305
0.5 11.739122929022336 6.214270557000376 10.57755728704987 0.901249585314608 0.03785 0.032925 0.8814552692690479 0.0 0.0
0.5 11.697757859063328 5.860222981233338 10.121003129422942 0.8946146190423532 0.0196 0.023725 0.8802388587858012 0.0 0.0
0.5 11.787082315087344 6.182552005384415 10.754392945820335 0.9014707508570164 0.098125 0.061275 0.9032400751962845 0.0567 0.025825
0.5 11.791527907694267 6.30248546004638 10.830487141940633 0.8951675328983745 0.086325 0.054575 0.8771425411920822 0.0 0.0
0.5 11.83550633965258 6.0953223490660875 10.478349315102037 0.8958310295255999 0.1027 0.06755 0.8981532677208891 0.040425 0.023175
