validity average_pairwise_L0_distance average_pairwise_L1_distance average_pairwise_binned_L0_distance accuracy_trained IFr_trained valid_IFr_trained accuracy_retrained IFr_retrained valid_IFr_retrained
0.95 11.31843837387544 5.652775566339187 10.123031867222355 0.8980426849496849 0.11535 0.082225 0.8935087913303107 0.02005 0.01115
0.95 11.538174429823059 5.762859318433068 10.091080777311438 0.895388698440783 0.071925 0.04485 0.899922592060157 0.077775 0.027325
0.95 11.421469359570207 5.871972062151133 10.200762398930413 0.9010284197721995 0.091575 0.064775 0.8834457591507243 0.0 0.0
0.95 11.55231743808493 5.925884116216612 10.435631957334065 0.8987061815769103 0.1431 0.073325 0.8992590954329316 0.027125 0.01625
0.95 11.416567698870175 5.724381914340684 10.146257670514371 0.8951675328983745 0.084925 0.060625 0.880128276014597 0.0 0.0
0.95 11.412187608660519 5.823970997930614 10.06147614243527 0.901249585314608 0.03785 0.032925 0.8961627778392126 0.032075 0.01165
0.95 11.411252209940693 5.532347308876111 9.701062975351508 0.8946146190423532 0.0196 0.023725 0.8802388587858012 0.0 0.0
0.95 11.452467297775122 5.806899209441694 10.232872653544966 0.9014707508570164 0.098125 0.061275 0.8810129381842309 0.0 0.0
0.95 11.52719818699159 5.921342492229324 10.314591485422962 0.8951675328983745 0.086325 0.054575 0.8972686055512551 0.023425 0.017225
0.95 11.577821745326679 5.72676540278754 9.95351900916299 0.8958310295255999 0.1027 0.06755 0.8807917726418224 0.0 0.0
