validity average_pairwise_L0_distance average_pairwise_L1_distance average_pairwise_binned_L0_distance accuracy_trained IFr_trained valid_IFr_trained accuracy_retrained IFr_retrained valid_IFr_retrained
0.6 13.823076923076924 7.782620884645781 13.341025641025642 0.81 0.23335 0.182325 0.805 0.079825 0.11595
0.6 13.351282051282052 7.263088870656746 12.912820512820513 0.76 0.238225 0.178475 0.785 0.196125 0.21005
0.6 13.646153846153846 7.634885952408584 13.182051282051281 0.74 0.261125 0.15155 0.765 0.198775 0.163525
0.6 13.716666666666667 7.9740865833512835 13.26923076923077 0.765 0.24875 0.1672 0.76 0.14015 0.1547
0.6 13.711538461538462 7.915584975607597 13.198717948717949 0.715 0.18985 0.146325 0.715 0.1472 0.1551
0.6 13.482051282051282 7.72786954624059 13.055128205128206 0.76 0.263925 0.135125 0.755 0.184775 0.1812
0.6 13.932051282051281 8.198302504433732 13.49102564102564 0.795 0.167875 0.144825 0.765 0.151375 0.118125
0.6 13.6 7.438585959038458 13.212820512820512 0.74 0.206825 0.166975 0.745 0.135375 0.136875
0.6 13.534615384615385 7.270252390897191 12.975641025641025 0.73 0.1909 0.149825 0.745 0.167325 0.15325
0.6 13.42051282051282 7.2617256863297515 12.938461538461539 0.795 0.22465 0.1548 0.775 0.266475 0.185075
