validity average_pairwise_L0_distance average_pairwise_L1_distance average_pairwise_binned_L0_distance accuracy_trained IFr_trained valid_IFr_trained accuracy_retrained IFr_retrained valid_IFr_retrained
0.4 13.50897435897436 7.134201128183037 12.235897435897435 0.695 0.000675 0.0002 0.305 0.0 0.0
0.4 13.575641025641026 7.199855855557219 12.371794871794872 0.73 0.0041 0.006025 0.73 0.007225 0.00885
0.4 14.01025641025641 7.684725178039656 13.305128205128206 0.705 0.00645 0.0042 0.365 0.0 0.0
0.4 13.652564102564103 7.25002477914243 12.643589743589743 0.725 0.010325 0.010525 0.765 0.032325 0.034425
0.4 13.657692307692308 7.191673420847638 12.828205128205129 0.77 0.018275 0.01775 0.73 0.00835 0.007925
0.4 14.0 7.5831870479947385 13.283333333333333 0.71 0.0367 0.0324 0.695 0.01685 0.021225
0.4 13.765384615384615 7.259319775247381 13.11025641025641 0.715 0.040725 0.032 0.665 0.0003 0.00035
0.4 13.983333333333333 7.497338106840361 13.153846153846153 0.755 0.029025 0.034725 0.755 0.0 0.0
0.4 13.912820512820513 7.315555210249789 12.628205128205128 0.75 0.02715 0.042975 0.77 0.0 0.0
0.4 13.312820512820513 6.8204116597329225 12.307692307692308 0.745 0.02565 0.028125 0.7 0.0 0.0
